id,tx,ty,tz,qx,qy,qz,qw
287,0.479127884,-3.633349657,2.846328497,0.091596074,-0.411468476,-0.557048142,-0.715560257
288,0.463822901,-3.560243845,2.588558197,0.079300627,-0.403760552,-0.559604108,-0.719414413
289,0.613065302,-3.415498257,2.401558876,0.080699205,-0.408364773,-0.570543706,-0.707976520
290,0.623164117,-3.305485964,2.128414154,0.066811360,-0.416713804,-0.565609455,-0.708517373
291,0.561602294,-3.236096859,1.907586813,0.055350807,-0.417071462,-0.558833599,-0.714645207
292,0.643476784,-3.130401850,1.807942748,0.061898921,-0.417469919,-0.566347837,-0.707928717
293,0.669948757,-3.029406548,1.707860708,0.063425720,-0.419469953,-0.567374527,-0.705786169
294,0.722572625,-2.953296900,1.614527822,0.057044011,-0.427900970,-0.567426085,-0.701213539
295,0.814452291,-2.899527788,1.460479856,0.044512391,-0.432125479,-0.574794769,-0.693485975
296,0.869324803,-2.822437525,1.369238257,0.037850134,-0.443131655,-0.572711587,-0.688642919
297,0.774354458,-2.798500299,1.184070468,0.019621255,-0.437143862,-0.561927974,-0.701985180
298,0.360934883,-2.733414650,0.981844604,0.011845659,-0.404161096,-0.515696645,-0.755378604
299,0.035492670,-2.628422022,0.957316279,0.024506690,-0.382279247,-0.470653862,-0.794841170
300,-0.269166082,-2.524033546,0.910487652,0.036377840,-0.354799151,-0.429453075,-0.829692364
301,-0.460362822,-2.440781832,0.787386656,0.047268122,-0.318863332,-0.407317370,-0.854523122
302,-0.707921088,-2.280290127,0.669566751,0.067926265,-0.279553890,-0.365011513,-0.885453522
303,-0.893947840,-2.153136969,0.526233494,0.078627497,-0.243398115,-0.332276464,-0.907851219
304,-1.216621041,-1.918209195,0.279170990,0.100280643,-0.176039413,-0.265357047,-0.942637622
305,-1.481854320,-1.687082410,0.001712513,0.121250674,-0.102148429,-0.194075316,-0.968103468
306,-1.794949055,-1.210201383,-0.602775574,0.120087780,0.012863022,-0.059754658,-0.990892708
307,-1.814065099,-0.666643441,-1.278002381,0.131318957,0.127297074,0.081082664,-0.979797065
308,-1.688105106,-0.385780692,-1.706589103,0.137335181,0.191420645,0.144844025,-0.961012006
309,-1.692959309,-0.357337415,-1.801031709,0.149174616,0.173561588,0.133188710,-0.964318573
310,-1.719170690,-0.344070941,-1.850766778,0.153437749,0.157559767,0.123455845,-0.967685938
311,-1.679306626,-0.557313442,-1.993687868,0.206017777,0.164827198,0.094326794,-0.959956706
312,-1.674591303,-0.371578276,-2.271027088,0.197068259,0.166027382,0.099205971,-0.961136639
313,-1.679682136,-0.418031573,-2.406868935,0.224465191,0.164782330,0.089614771,-0.956273139
314,-1.637741208,-0.121877424,-2.700898886,0.190837175,0.165049613,0.114751339,-0.960832000
315,-1.812421679,-0.008282074,-2.767259359,0.160436764,0.132155940,0.079577655,-0.974929750
316,-1.679785848,-0.259540498,-2.930715561,0.197871760,0.161368221,0.060731482,-0.964958966
317,-1.530639648,0.216143817,-3.221930027,0.142053857,0.180061728,0.080208234,-0.970047772
318,-1.576752782,0.142880037,-3.368115902,0.182521120,0.171515718,0.090288036,-0.963921130
319,-1.632141471,0.021298673,-3.419453859,0.219169229,0.163914561,0.090077974,-0.957607448
320,-1.596352577,-0.168490604,-3.548436165,0.253792763,0.174814090,0.074371323,-0.948433340
321,-1.436654329,-0.030860407,-3.793573380,0.233228326,0.203568682,0.063495159,-0.948768020
322,-1.689575553,-0.400191635,-3.829537868,0.297942728,0.172160342,0.044221543,-0.937903106
323,-1.750325799,0.453530937,-4.007297039,0.200341746,0.172963515,0.050921209,-0.963007629
324,-1.517574072,0.404412091,-4.332701683,0.240648165,0.189174652,0.099560291,-0.946794569
325,-1.560646415,-0.131656006,-4.470690250,0.318604141,0.184346899,0.106969908,-0.923631608
326,-1.886524200,-0.397967815,-4.591308594,0.332710594,0.159249917,0.074905656,-0.926479161
327,-1.622722507,-0.317460537,-4.893443108,0.293439865,0.201884165,0.038632821,-0.933635533
328,-1.763430357,-0.154327229,-5.011810780,0.308978707,0.171990886,0.081617266,-0.931838691
329,-1.632428050,-0.026768912,-5.247317314,0.273453355,0.196981475,0.041274343,-0.940612137
330,-1.455749869,0.142397016,-5.465248108,0.291054457,0.197866455,0.090523392,-0.931651354
331,-1.214629531,1.276438117,-5.515059471,0.179027691,0.215356931,0.098062061,-0.954980314
332,-1.562959075,1.033259749,-5.608525276,0.196433663,0.190581948,0.068422467,-0.959397435
333,-1.161471963,1.126659513,-5.940810204,0.204392731,0.213199422,0.088052288,-0.951340675
334,-1.054765105,0.804642200,-6.131842136,0.240948662,0.217912078,0.094318055,-0.941060126
335,-1.077221870,0.769330919,-6.313573837,0.256131500,0.210157692,0.104672581,-0.937713385
336,-0.925443411,0.907746792,-6.514540195,0.269222319,0.201283768,0.145642653,-0.930496752
337,-1.209607005,0.219195276,-6.756704330,0.289970130,0.213495642,0.053470943,-0.931402564
338,-1.612845778,0.099108286,-6.905970097,0.309339494,0.178501636,0.053269975,-0.932545662
339,-1.830828667,0.019026721,-7.061723232,0.316662729,0.166686088,0.038017612,-0.933020651
340,-1.860705137,-0.001929455,-7.254673004,0.327083677,0.161665052,0.042112999,-0.930128634
341,-1.874871612,0.451454699,-7.499098778,0.292733818,0.165214434,0.030110946,-0.941348195
342,-2.171279907,-0.192293480,-7.579614162,0.332770795,0.148883909,0.010698898,-0.931136489
343,-2.113616943,-0.269491702,-7.867378712,0.344172627,0.150394082,0.012603963,-0.926714420
344,-2.356056929,-0.577552676,-7.967267513,0.367723674,0.135019764,0.004484738,-0.920087576
345,-2.044520617,-0.184177607,-8.295751572,0.342628419,0.158970475,-0.002157729,-0.925937772
346,-2.234767437,-0.285433859,-8.470525742,0.361368924,0.140964404,0.008420135,-0.921685159
347,-1.898378968,-0.569233060,-8.806811333,0.370268434,0.168850377,-0.016150991,-0.913323700
348,-1.427481294,0.266215116,-9.107959747,0.336612523,0.186170995,0.017287351,-0.922910571
349,-1.457573295,0.180529237,-9.205717087,0.350644708,0.177519321,0.028535750,-0.919103861
350,-1.533234358,0.168837547,-9.362927437,0.351240188,0.178538486,0.010927817,-0.919056594
351,-1.294715643,0.249374226,-9.566880226,0.360388905,0.178012505,0.040393863,-0.914784670
352,-1.735746741,0.386566550,-9.630829811,0.353915870,0.159610927,0.021085495,-0.921332717
353,-1.705885887,0.736874104,-9.837872505,0.341445655,0.158822283,0.023434864,-0.926106095
354,-1.699684024,1.149416327,-10.026114464,0.327887446,0.157026947,0.026087612,-0.931226611
355,-1.756448388,0.591204464,-10.214619637,0.360580415,0.152591586,0.022504712,-0.919903398
356,-1.834261775,0.827094078,-10.332716942,0.358176529,0.143012866,0.031386293,-0.922118664
357,-1.300437689,1.349349618,-10.614390373,0.339605242,0.167651609,0.038023159,-0.924740851
358,-1.577467799,2.138738871,-10.628341675,0.305753678,0.156067565,0.031110549,-0.938734055
359,-2.113973379,2.206521034,-10.702235222,0.299663246,0.143032461,0.000798150,-0.943278790
360,-2.106170177,2.150682926,-10.863735199,0.312779009,0.132236049,0.017747598,-0.940424740
361,-2.246386766,2.004904985,-10.965806007,0.319734931,0.128966466,0.008563128,-0.938666880
362,-2.663252592,1.550401092,-11.076848030,0.335903168,0.120060429,-0.018168552,-0.934053540
363,-2.366225004,1.485740900,-11.280214310,0.346337050,0.125881791,-0.003042481,-0.929638684
364,-1.837807894,2.040822744,-11.415196419,0.333554536,0.135484427,0.028340610,-0.932531118
365,-1.777356267,1.784117699,-11.656481743,0.350997001,0.131943956,0.032827478,-0.926470876
366,-1.083528638,1.903897047,-11.838590622,0.354738027,0.143515453,0.068398625,-0.921367705
367,0.540213764,1.809499145,-12.073234558,0.362213045,0.188818485,0.121293701,-0.904693246
368,1.773306251,1.466012478,-12.102402687,0.373444229,0.223060533,0.161168888,-0.885912538
369,2.991141081,1.178875327,-11.980444908,0.379201919,0.251796037,0.209092334,-0.865516067
370,4.784234047,0.843008518,-11.528562546,0.374981433,0.289567709,0.287015855,-0.832583547
371,6.216427326,0.635899961,-10.945193291,0.361398339,0.324034303,0.343268186,-0.804110229
372,8.030135155,-0.265112102,-9.840170860,0.354712754,0.374271899,0.416285992,-0.748891354
373,8.631521225,-0.526289463,-9.376262665,0.350301266,0.397310972,0.432477385,-0.729677737
374,9.972203255,-1.101728320,-7.979364872,0.325591177,0.440638959,0.489126205,-0.678686798
375,10.633351326,-1.436309099,-7.090104580,0.305374086,0.459678203,0.526619136,-0.646643460
376,11.081506729,-1.605059505,-6.403935432,0.294208944,0.484454572,0.538263023,-0.623738825
377,11.287153244,-2.201267481,-5.903052807,0.304676831,0.505826592,0.544545949,-0.595663071
378,11.554333687,-2.681107283,-5.245778084,0.308277547,0.531071424,0.551099181,-0.565022647
379,11.666254044,-2.390505552,-5.244013309,0.294337720,0.529406726,0.560000598,-0.565266788
380,11.512350082,-2.753709316,-5.487476826,0.317777097,0.532890141,0.551707327,-0.557403266
381,11.504680634,-2.387248039,-5.743322372,0.314437926,0.532657444,0.542876661,-0.568086982
382,11.404294014,-2.053154945,-6.191247940,0.307398409,0.514639020,0.554756165,-0.577003002
383,11.311957359,-1.806825757,-6.539974689,0.309290379,0.510729909,0.548411667,-0.585467577
384,11.325839996,-1.321846247,-6.704395771,0.297758669,0.508088291,0.546006083,-0.595900595
385,11.255961418,-1.219428062,-6.951833248,0.299262553,0.501497805,0.549445033,-0.597566247
386,11.103569984,-1.155382991,-7.291982651,0.310319394,0.503199816,0.534632862,-0.603898644
387,10.921886444,-0.970199227,-7.689088821,0.315591842,0.497019172,0.527415514,-0.612569273
388,10.398248672,-1.109932423,-8.535924911,0.346412778,0.491400033,0.499272645,-0.623927534
389,10.050311089,-0.635137796,-9.088753700,0.346439630,0.479160488,0.487002641,-0.642843604
390,9.900855064,0.296497494,-9.397316933,0.321983188,0.456152916,0.499195844,-0.662638485
391,9.757702827,0.700703382,-9.632499695,0.315286994,0.447770745,0.498025209,-0.672384501
392,9.754223824,0.981081307,-9.717946053,0.310116410,0.450348645,0.494110167,-0.675946712
393,9.975626945,0.237956837,-9.640009880,0.328561068,0.458525866,0.505530059,-0.652897835
394,9.983778954,0.062078040,-9.708444595,0.335793495,0.461892039,0.504555523,-0.647578299
395,10.066971779,0.023614705,-9.711499214,0.337505907,0.467267573,0.504593551,-0.642783999
396,10.347024918,0.036242444,-9.488063812,0.329640359,0.470482290,0.519060612,-0.632925093
397,10.448463440,0.207653806,-9.489773750,0.325639784,0.472843856,0.522001386,-0.630814373
398,10.180560112,0.040233944,-9.858676910,0.343152523,0.477983743,0.501583993,-0.634214044
399,10.378745079,0.480836689,-9.805570602,0.328656346,0.483143002,0.504985869,-0.635281205
400,10.400939941,0.557066321,-9.910786629,0.325687140,0.470737904,0.522600651,-0.631868005
401,10.297410011,0.593587697,-10.104910851,0.328996629,0.467025965,0.521829307,-0.633543551
402,10.257075310,0.675510108,-10.215929985,0.329285890,0.464163691,0.523605287,-0.634031355
403,10.345408440,0.516189635,-10.263203621,0.336492449,0.479543090,0.512374580,-0.627948284
404,10.357838631,0.477879405,-10.330035210,0.339001477,0.479761899,0.513652086,-0.625382721
405,10.418710709,1.077624321,-10.356195450,0.322993219,0.477259308,0.516894221,-0.633051455
406,10.624900818,1.181214690,-10.272692680,0.316199243,0.471353948,0.533960760,-0.626708686
407,10.501674652,1.583523870,-10.504378319,0.310505778,0.461393297,0.536444128,-0.634794533
408,10.423044205,1.874898195,-10.775751114,0.309049308,0.469369918,0.522112787,-0.641571879
409,10.274154663,1.957909942,-11.090829849,0.313516974,0.463347822,0.521624744,-0.644173145
410,10.092582703,2.255822897,-11.370944023,0.312587649,0.468344897,0.506873071,-0.652730465
411,10.346034050,2.634724379,-11.273759842,0.299887955,0.461056203,0.525351346,-0.649257720
412,10.049818993,3.388557673,-11.530387878,0.286152810,0.454635918,0.516600311,-0.666769862
413,10.249632835,3.407020092,-11.556537628,0.281887472,0.466748446,0.513989151,-0.662220061
414,10.367362022,2.036209345,-11.929291725,0.319921166,0.488504887,0.499975443,-0.639588535
415,9.121553421,1.625319123,-13.225843430,0.358209521,0.467080593,0.471249402,-0.656872094
416,9.574742317,1.814534307,-13.111212730,0.348033547,0.476583749,0.479502410,-0.649502516
417,10.066993713,1.910474896,-12.855246544,0.337492168,0.493309110,0.481821924,-0.640803039
418,10.275582314,2.280139685,-12.748758316,0.325160027,0.499677747,0.482834131,-0.641482472
419,10.183831215,2.582564592,-12.952935219,0.320536435,0.502308905,0.475243241,-0.647396684
420,9.851045609,2.698212624,-13.420677185,0.324858099,0.505319118,0.457610190,-0.655552626
421,9.338979721,2.245015144,-14.143068314,0.347382814,0.504705250,0.437682897,-0.658078551
422,9.469114304,2.783830404,-14.215805054,0.336408108,0.500818908,0.446815282,-0.660607278
423,8.991269112,3.164093971,-14.548541069,0.335136324,0.493351787,0.435971081,-0.673982263
424,8.659168243,3.515305519,-14.772471428,0.332674593,0.485938609,0.431443572,-0.683435619
425,8.678803444,4.230101585,-14.724536896,0.312261462,0.501250327,0.415047765,-0.692107201
426,9.114968300,4.189986706,-14.566172600,0.311483890,0.504211903,0.429108679,-0.681652665
427,9.837320328,3.194000721,-14.459570885,0.329571486,0.520899355,0.437430203,-0.654780090
428,9.981769562,4.936112881,-14.070540428,0.290796608,0.494288057,0.472192079,-0.669467211
429,9.339218140,5.837090969,-14.360719681,0.283152491,0.468062222,0.475731105,-0.688809276
430,8.871686935,6.204883575,-14.713358879,0.278822929,0.476329118,0.451543778,-0.701079130
431,9.121928215,6.127122402,-14.718086243,0.282272220,0.471686542,0.464794219,-0.694144309
432,9.159456253,6.181216240,-14.877426147,0.291380495,0.447652906,0.488925666,-0.689703107
433,9.353766441,4.937095642,-15.398858070,0.326132447,0.449621201,0.494466037,-0.668594062
434,9.037826538,6.209318638,-15.267070770,0.302774936,0.434043139,0.497810602,-0.687135458
435,7.643939018,6.960731506,-15.824402809,0.299607307,0.425813794,0.461121142,-0.718554914
436,7.967966080,6.350425720,-16.045297623,0.314428002,0.431204826,0.465314656,-0.706198096
437,8.833667755,6.513453007,-15.698805809,0.305873930,0.428805232,0.492687732,-0.692720354
438,10.534876823,5.428781986,-15.361447334,0.316844195,0.438501596,0.534242868,-0.649573803
439,12.459254265,4.006887436,-14.544902802,0.321614295,0.456182718,0.577340722,-0.595966935
440,14.689689636,2.330963612,-12.870004654,0.311975062,0.474487871,0.632950902,-0.526253700
441,16.128587723,1.105346799,-11.283536911,0.297003180,0.487634838,0.670925438,-0.473178267
442,17.506584167,-0.494065970,-9.141105652,0.280166507,0.523184061,0.693178236,-0.409054488
443,18.199735641,-2.212015629,-7.451804638,0.276731402,0.546269715,0.709131241,-0.349541634
444,18.704202652,-3.946302891,-5.221136570,0.264392763,0.569164038,0.726104796,-0.280994594
445,18.957620621,-5.259491920,-2.463977814,0.230211988,0.580681503,0.752122462,-0.210145593
446,18.872722626,-5.996294498,-0.499505252,0.200019002,0.583263278,0.770238578,-0.162994891
447,17.947307587,-7.941263676,2.269173384,0.179870099,0.594807923,0.779948771,-0.074621439
448,17.011522293,-9.134863853,3.955052137,0.159696385,0.588924944,0.792103767,-0.016538702
449,16.127798080,-9.596294403,5.713793755,0.112086743,0.571740150,0.812234879,0.029351873
450,15.480628967,-10.367150307,5.935933590,0.120586999,0.568762183,0.811657846,0.056707386
451,14.736617088,-10.965178490,6.501265049,0.129027590,0.577640116,0.801181376,0.088478006
452,14.571708679,-10.858189583,6.864061832,0.131702483,0.591934264,0.789098501,0.098121107
453,14.914765358,-10.488969803,6.448839664,0.143657431,0.603561580,0.779494047,0.086610235
454,15.135794640,-10.214310646,6.096595764,0.143112525,0.601116896,0.782472908,0.077129446
455,14.927457809,-10.335799217,6.222868443,0.143806696,0.601665556,0.781022906,0.085776776
456,14.558914185,-10.270916939,6.896787643,0.141229749,0.617392302,0.766895294,0.103865243
457,14.591707230,-10.444390297,6.249561787,0.148695394,0.604701817,0.776094317,0.099695727
458,15.029399872,-9.773341179,5.908950329,0.147622943,0.612611532,0.772067964,0.082835525
459,15.195280075,-9.572822571,5.655772209,0.154630482,0.619400203,0.765979171,0.075791754
460,15.217335701,-9.523696899,5.418313026,0.164747894,0.625828862,0.758657336,0.075304896
461,15.439586639,-9.570996284,4.508918285,0.180422634,0.617721558,0.762996137,0.061150942
462,16.015844345,-9.091121674,3.101270437,0.191706434,0.603203773,0.773787618,0.026121793
463,16.200149536,-8.534403801,3.136061668,0.189679921,0.618453383,0.762360990,0.019422105
464,16.103260040,-8.558961868,2.953840733,0.182901099,0.600336552,0.778246045,0.022633081
465,16.297630310,-8.243272781,2.076782942,0.179110602,0.570628464,0.801445544,0.004789435
466,16.356884003,-7.870690346,2.450143099,0.175465852,0.590828359,0.787484944,0.006035551
467,16.126216888,-7.764560699,3.421836138,0.174297467,0.628610432,0.757430851,0.028334107
468,15.881028175,-7.770350933,4.117744923,0.161290303,0.633067787,0.755699456,0.046516873
469,15.955818176,-7.822947502,3.352304459,0.159518152,0.600754321,0.782552242,0.035985600
470,16.134656906,-7.334586620,2.875926256,0.162104934,0.600563407,0.782613873,0.024404351
471,15.574095726,-7.853032589,3.744464636,0.149466410,0.592460632,0.789287508,0.060905918
472,15.376173019,-7.914547443,4.126640320,0.141009539,0.590476215,0.791244388,0.073631860
473,15.049347878,-8.045184135,4.675385952,0.128844276,0.586869657,0.793936133,0.093192138
474,14.555624008,-8.325460434,5.343229771,0.123139963,0.593017757,0.786497831,0.120921031
475,14.565712929,-8.341936111,5.114331245,0.131988987,0.597477138,0.781588256,0.121467620
476,14.462538719,-8.745055199,4.588059425,0.152912870,0.596279800,0.777962744,0.126003385
477,14.446228027,-8.814075470,4.238209724,0.159765512,0.591810703,0.779843748,0.126943275
478,14.505631447,-8.368327141,4.428749561,0.149626032,0.599057555,0.776159048,0.127888769
479,14.481620789,-8.121776581,4.562665462,0.150773779,0.614057600,0.763249516,0.132988691
480,14.480139732,-7.953031063,4.569294930,0.147640690,0.616107464,0.761859059,0.134984463
481,14.620490074,-7.905855179,3.964318275,0.156536609,0.611367643,0.765350878,0.126488060
482,14.652471542,-8.188061714,2.623809338,0.183817387,0.594290376,0.774331331,0.116089620
483,14.649960518,-8.074488640,2.705162525,0.186056420,0.607188523,0.763396859,0.118180074
484,14.960782051,-7.380781651,2.692769527,0.180705503,0.628137589,0.749672234,0.103996992
485,15.263926506,-6.738109112,2.209933281,0.178643867,0.631574214,0.749839723,0.083529472
486,15.336774826,-6.550951481,1.803065300,0.176840574,0.613924921,0.765652120,0.075084217
487,15.443285942,-6.336133957,1.130802393,0.183484286,0.600151181,0.776233494,0.060422570
488,15.540081978,-6.059965611,0.844051838,0.185600519,0.601773918,0.775170088,0.050686091
489,15.612864494,-5.800405502,0.732516348,0.187669754,0.614478111,0.764965177,0.045409951
490,15.667043686,-5.626013756,0.379614294,0.197612107,0.629921198,0.750184119,0.037536982
491,15.850007057,-5.021063328,-0.058959402,0.194299862,0.629097879,0.752445638,0.018628553
492,15.873009682,-4.800437927,-0.523463786,0.197954938,0.618818998,0.760145187,0.009644872
493,15.700735092,-5.231824398,-0.306014448,0.203574270,0.622147143,0.755461693,0.028370127
494,15.687670708,-5.052937984,-0.356341332,0.199586481,0.611558378,0.765065908,0.029547865
495,15.734312057,-4.725593090,-0.497448415,0.190806791,0.584470630,0.788304687,0.024478156
496,15.574758530,-5.098751545,-0.840056539,0.204807371,0.570259035,0.794869125,0.032835919
497,15.560047150,-5.100051880,-0.809548497,0.207534909,0.581806779,0.785586655,0.036357082
498,15.770566940,-4.274960518,-1.282773614,0.204105362,0.586033344,0.784093380,0.011815750
499,15.978662491,-2.941199064,-2.457627773,0.207135603,0.589261770,0.780047834,-0.037777290
500,15.840250015,-3.921917677,-2.232904434,0.217988342,0.574374974,0.789039850,-0.005134633
501,15.182577133,-6.244654179,-1.161583185,0.234197572,0.560434759,0.790549278,0.078314617
502,14.908963203,-6.909025669,-0.074570119,0.221276432,0.562863767,0.787657917,0.117691182
503,13.204782486,-9.042225838,3.198807716,0.177869916,0.540275037,0.784604847,0.246773630
504,12.400165558,-9.574578285,4.364336967,0.153743789,0.525071740,0.785234988,0.290008277
505,9.779383659,-11.163642883,6.355938911,0.116883777,0.478785336,0.774906456,0.395803213
506,7.125057220,-11.971608162,7.950720310,0.077549145,0.444737256,0.750688016,0.482387781
507,4.291893005,-12.529894829,8.886890411,0.053000979,0.412003964,0.714909017,0.562481821
508,1.941642761,-12.911390305,9.017815590,0.045300923,0.378252536,0.683570445,0.622607708
509,0.382602572,-12.840284348,8.981043816,0.039217312,0.358396918,0.657622695,0.661500156
510,-0.004693566,-12.384812355,9.350509644,0.022461781,0.363323927,0.645228446,0.671719849
511,0.073204190,-11.881036758,9.803863525,0.001959970,0.374147445,0.641355336,0.669857442
512,0.137751430,-11.285723686,10.330897331,-0.019723320,0.388204396,0.634723008,0.667885244
513,-0.113600120,-11.116157532,10.324028015,-0.017258791,0.390682817,0.624364555,0.676220417
514,-0.357479066,-10.867766380,10.302539825,-0.042747207,0.375965267,0.629481077,0.678684473
515,-0.974053741,-10.460368156,10.487381935,-0.062975995,0.370452583,0.616965592,0.691511869
516,-1.424160838,-10.230466843,10.454177856,-0.054284476,0.375699550,0.597602487,0.706265092
517,-1.257799268,-10.245688438,10.241479874,-0.058910895,0.369672179,0.606496513,0.701478124
518,-0.889456868,-10.033315659,10.266788483,-0.065853328,0.377080649,0.612086773,0.691996872
519,-0.718254685,-10.126965523,10.019715309,-0.058963392,0.375495970,0.617491245,0.688670754
520,-0.788069427,-9.864868164,10.103758812,-0.066138379,0.379587114,0.612874329,0.689898908
521,-0.808777392,-9.696617126,9.982574463,-0.059294119,0.385363072,0.606763840,0.692714334
522,-1.142503738,-9.660321236,9.758200645,-0.056689851,0.378205836,0.601279080,0.701602161
523,-0.785286546,-9.520578384,9.594408035,-0.048284099,0.387717992,0.604013085,0.694656670
524,-0.365894705,-9.253597260,9.568452835,-0.039053723,0.408651382,0.599461377,0.687140524
525,-0.037246257,-9.399171829,9.123276711,-0.035881810,0.402237833,0.615267694,0.677052259
526,-0.409402668,-8.892014503,9.269748688,-0.054357968,0.406772375,0.601394594,0.685524046
527,-0.464828014,-8.841894150,8.942591667,-0.040941209,0.409103572,0.596291184,0.689515650
528,-0.274479747,-8.222202301,9.147458076,-0.062049046,0.423790753,0.592440128,0.682350874
529,-0.138569519,-7.939034939,9.051242828,-0.062027104,0.432395995,0.589670241,0.679346919
530,-0.031947676,-8.133244514,8.637249947,-0.045891106,0.427439243,0.596034765,0.678210557
531,0.303870231,-7.810472965,8.614544868,-0.057804666,0.436248928,0.602334082,0.666015208
532,0.328813106,-7.714181423,8.458837509,-0.059362654,0.436503381,0.603707492,0.664467335
533,0.280079365,-7.734741688,8.161860466,-0.055026866,0.431899697,0.605345309,0.666355252
534,0.143508255,-7.886625290,7.770660877,-0.039053719,0.423929185,0.604838669,0.673028469
535,0.238721624,-7.853929520,7.541014194,-0.035327617,0.422022790,0.609995127,0.669770718
536,0.379551768,-7.446430683,7.678260326,-0.048043177,0.433624625,0.607664466,0.663659096
537,0.135277703,-7.260300159,7.673181057,-0.057251036,0.429027587,0.602392793,0.670685291
538,0.237910241,-7.395643711,7.286835670,-0.051811848,0.417537183,0.615165591,0.666773438
539,0.268408179,-7.993716240,6.380789757,-0.017757989,0.388515919,0.634879708,0.667612135
540,0.195319518,-8.144076347,5.888243198,-0.007660814,0.371225715,0.643208981,0.669666767
541,0.119875208,-8.065839767,5.732529640,-0.004674584,0.368783563,0.641618013,0.672563195
542,0.038580291,-7.933386326,5.598255634,-0.002923199,0.367900938,0.638310313,0.676193893
543,0.061599065,-7.710149288,5.633897305,-0.011506901,0.372724622,0.635953426,0.675681055
544,0.248618588,-7.529854298,5.563211441,-0.000621002,0.388580829,0.631519794,0.670989394
545,0.510307610,-7.359597683,5.316562176,0.006739649,0.398530692,0.634592175,0.662163913
546,0.288159370,-6.891261101,5.514708042,-0.016435064,0.411306083,0.615595937,0.672040939
547,0.241706282,-6.725406170,5.279415131,-0.025099540,0.407307029,0.616727471,0.673170507
548,0.152193725,-6.361079693,5.483714104,-0.046730455,0.418634206,0.604560912,0.676096559
549,0.302755624,-6.516922951,4.888159752,-0.021243095,0.409341067,0.617059529,0.671763301
550,0.385374695,-6.120757103,5.128474712,-0.047146179,0.422981113,0.611875772,0.666716635
551,0.560397744,-6.010565758,4.987533569,-0.047795452,0.426062196,0.617623329,0.659369588
552,0.735080481,-6.225616455,4.369790554,-0.020648502,0.412965149,0.634416878,0.653137088
553,0.672512770,-6.000275135,4.344916344,-0.037606720,0.414667636,0.629061341,0.656473815
554,0.619095922,-5.924686909,4.087575436,-0.034858782,0.411917806,0.628009558,0.659358621
555,0.411101311,-5.743466377,3.992862940,-0.041144811,0.409968853,0.616980553,0.670527935
556,0.485662371,-5.633947372,3.927202702,-0.043722685,0.411768824,0.619803667,0.666646957
557,0.385557264,-5.569937706,3.842539549,-0.041204184,0.409687877,0.615428925,0.672120690
558,0.340734094,-5.462052822,3.805490017,-0.046441633,0.408369899,0.613483608,0.674355209
559,0.177043021,-5.362499237,3.745877743,-0.052912638,0.400835812,0.607962489,0.683339179
560,0.178368196,-5.295021057,3.460644245,-0.044663962,0.391484737,0.613148212,0.684715211
561,0.200869665,-5.139771461,3.353975534,-0.047585458,0.394318610,0.612239420,0.683704972
562,0.475633115,-5.023156166,3.118477821,-0.038543150,0.406059027,0.622023463,0.668400288
563,0.532960117,-4.881390572,2.856906176,-0.034211531,0.410343230,0.623552620,0.664583445
564,0.452037930,-4.676492691,2.718646049,-0.046699021,0.411343575,0.616367996,0.669886529
565,0.387263656,-4.586333275,2.445210695,-0.042562768,0.405076683,0.614873350,0.675332904
566,0.495548427,-4.531524658,2.071111202,-0.032127149,0.400370508,0.627518713,0.667032540
567,0.463141471,-4.428472996,1.811655521,-0.024240343,0.400965303,0.628211081,0.666356921
568,0.321582824,-4.189364910,1.874966145,-0.049426541,0.406425893,0.612836242,0.675905824
569,0.510646105,-4.006332874,1.740916729,-0.056524549,0.413682073,0.625057578,0.659558356
570,0.212792754,-3.867003202,1.574213743,-0.060225625,0.393017411,0.608059406,0.687180340
571,0.370369673,-3.542261839,1.681688428,-0.068091124,0.444487542,0.589309990,0.671230376
572,-0.086493462,-3.380723476,1.530151486,-0.072957203,0.429938406,0.539074898,0.720604897
573,-0.978884578,-3.276112556,1.218689561,-0.086682551,0.345073700,0.468556046,0.808645487
574,-1.918104768,-2.919975758,0.636344254,-0.101286620,0.239310980,0.368507713,0.892589211
575,-2.343851805,-2.567504644,0.359429359,-0.134678423,0.190051779,0.297456980,0.925906658
576,-2.587968826,-2.198249340,-0.117448725,-0.155622199,0.138136342,0.230369106,0.950617373
577,-2.665906906,-1.806125164,-0.752272189,-0.181831971,0.063224606,0.157642975,0.968571782
578,-2.616657257,-1.265958548,-1.594243288,-0.203224912,-0.045585975,0.048013240,0.976913095
579,-2.060665369,-0.696435928,-2.714097977,-0.183159783,-0.204480007,-0.069845647,0.959064782
580,-1.709300637,-0.448022544,-3.174632311,-0.183405742,-0.270073920,-0.125496373,0.936865449
581,-1.798434138,-0.588131905,-3.304873466,-0.232065678,-0.262242138,-0.119036376,0.929111660
582,-2.075075626,-0.559575379,-3.331982613,-0.273460686,-0.217631578,-0.119340822,0.929331541
583,-2.039699078,-0.018272702,-3.645287275,-0.211595207,-0.215732992,-0.130213559,0.944338202
584,-2.267920494,0.015326582,-3.722976446,-0.191954613,-0.193371028,-0.087213814,0.958227098
585,-2.405194283,-0.458969921,-3.844760895,-0.230669737,-0.186521292,-0.032011855,0.954473913
586,-2.538522720,-0.219916508,-4.075193882,-0.241591439,-0.165420756,-0.062553234,0.954149783
